"No","표준명 [INGR_KOR_NAME] ","영문명 [INGR_ENG_NAME] ","CASNO [CAS_NO] ","기원및정의 [ORIGIN_MAJOR_KOR_NAME] ","이명 [INGR_SYNONYM] ","rownum"
"18945","아라비안자스민꽃","Jasminum Sambac (Jasmine) Flower","","이 원료는 아라비안자스민 Jasminum sambac의 꽃이다.","","18945"
"18946","사사 세나넨시스잎추출물","Sasa Senanensis Leaf Extract","","이 원료는 Sasa senanensis의 잎에서 추출한 것이다.","","18946"
"18947","글리세릴테트라하이드로파네실아세테이트","Glyceryl Tetrahydrofarnesylacetate","1313054-01-1","이 원료는 다음의 구조를 갖는 유기화합물이다.","","18947"
"18948","아세틸글라이실베타-알라닌","Acetyl Glycyl Beta-Alanine","1016788-34-3","이 원료는 다음의 구조를 갖는 유기화합물이다.","","18948"
"18949","바쿠리씨버터","Platonia Insignis Seed Butter","1943723-34-9(generic)","이 원료는 바쿠리 Platonia insignis의 씨에서 얻은 지방이다.","","18949"
"18950","알-(트라이펩타이드-70에스-레인보우트라우트올리고펩타이드-1에스에이치-폴리펩타이드-50)","r-(Tripeptide-70 s-Rainbow Trout Oligopeptide-1 sh-Polypeptide-50)","","이 원료는 대장균에서 발효하여 얻은 단일사슬 융합 펩타이드이다. 출발유전자는 트라이펩타이드-70, 에스알-레인보우트라우트올리고펩타이드-1 및 에스에이치-폴리펩타이드-50의 유전자를 융합하여 합성한 것이다. 융합 펩타이드는 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 270개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산의 종류는 표준아미노산이다.","","18950"
"18951","하이드롤라이즈드말양막추출물","Hydrolyzed Horse Amnion Extract","","이 원료는 산, 효소 또는 다른 방법으로 말양막추출물을 가수분해한 것이다.","","18951"
"18952","태산목꽃추출물","Magnolia Grandiflora Flower Extract","85085-47-8","이 원료는 태산목 Magnolia grandiflora의 꽃에서 추출한 것이다.","","18952"
"18953","하수오줄기추출물","","","이 원료는 하수오 Polygonum multiflorum의 줄기에서 추출한 것이다.","","18953"
"18954","바실러스/마름열매추출물발효여과물","Bacillus/Trapa Japonica Fruit Extract Ferment Filtrate","","이 원료는 미생물의 일종인 Bacillus로 마름열매추출물을 발효하여 여과한 것이다.","","18954"
"18955","에스알-(올리고펩타이드-133클로스트리듐 보툴리눔폴리펩타이드-1)","sr-(Oligopeptide-133 Clostridium Botulinum Polypeptide-1)","","이 원료는 대장균을 발효하여 얻은 단일사슬 재조합 펩타이드이다. 출발유전자는 올리고펩타이드-133 및 에스알-클로스트리듐 보툴리눔폴리펩타이드-1을 코딩하는 유전자를 융합하여 합성한 것이다. 융합 펩타이드는 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 473개의 아미노산으로 구성되어 있으며 그 단백질을 구성하는 아미노산은 표준아미노산이다.","","18955"
"18956","육지면씨오일","Gossypium Hirsutum (Cotton) Seed Oil","","이 원료는 육지면 Gossypium hirsutum의 씨를 압착하여 얻은 오일이다.","","18956"
"18957","락토바실러스/감태/청각/미역/전지분유발효여과물","","","이 원료는 미생물의 일종인 Lactobacillus로 감태 Ecklonia cava, 청각 Codium fragile, 미역 Undaria pinnatifida, 전지분유를 발효하여 여과한 것이다.","","18957"
"18958","시베리아철갑상어추출물","","","이 원료는 시베리아철갑상어 Acipenser baerii에서 추출한 것이다.<BR/><BR/>※ 이 원료는 국제적멸종위기종(CITES)에 해당됩니다. 자세한 사항은 https://kbr.go.kr/cites/index.do?menuKey=713를 참고하여주시기 바랍니다.","","18958"
"18959","옥수수속추출물","","","이 원료는 옥수수 (Corn) Zea Mays의 속에서 추출한 것이다.","","18959"
"18960","바실러스/산구절초추출물발효여과물","Bacillus/Chrysanthemum Zawadskii Extract Ferment Filtrate","","이 원료는 미생물의 일종인 Bacillus로 산구절초추출물을 발효하여 여과한 것이다.","","18960"
"18961","오미자잎수","","","이 원료는 오미자 Schisandra chinensis의 잎을 수증기 증류하여 얻은 수용액이다.","","18961"
"18962","에스에이치-올리고펩타이드-84","sh-Oligopeptide-84","","이 원료는 대장균을 발효하여 얻은 단일사슬 재조합 휴먼펩타이드로 15개의 아미노산으로 이루어져있다. 출발유전자는 Aminoacyl tRNA synthase complex-interacting multifunctional protein 1을 코딩하는 인간 유전자와 동일한 코드를 갖도록 합성된 것으로 그대로 사용하거나 생산숙주에 적합하게 개조된 것이다. Aminoacyl tRNA synthase complex-interacting multifunctional protein 1은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 312개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산의 종류는 표준아미노산이다.","","18962"
"18963","에스에이치-올리고펩타이드-91에스피","sh-Oligopeptide-91 SP","","이 원료는 사람 단백질인 ARS Interacting Multi-Functional Protein 1의 일부와 동일하도록 합성하여 얻은 15개의 아미노산으로 이루어진 단백질 조각이다. 모단백질은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 312개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산의 종류는 표준아미노산이다.","","18963"
"18964","감마-데카락톤","Gamma-Decalactone","706-14-9","이 원료는 다음의 구조를 갖는 유기화합물이다.","","18964"
"18965","효모/미선나무줄기발효여과물","","","이 원료는 미생물의 일종인 효모 Saccharomyces로 미선나무 Abeliophyllum Distichum의 줄기를 발효하고 여과한 것이다.","","18965"
"18966","개다래잎/줄기추출물","Actinidia Polygama Leaf/Stem Extract","","이 원료는 개다래 Actinidia polygama의 잎과 줄기에서 추출한 것이다.","","18966"
"18967","옐로우피타야추출물","Selenicereus Megalanthus Fruit Extract","","이 원료는 옐로우피타야 Selenicereus megalanthus의 열매에서 추출한 것이다.","","18967"
"18968","마드후카 롱기폴리아소포로리피드","Madhuca Longifolia Sophorolipids","","이 원료는 마드후카 롱기폴리아씨오일에서 유래된 지방산과 글루코오스를 미생물의 일종인 Starmerella bombicola로 발효하여 얻은 당지질이다.","","18968"
"18969","결명자/감국꽃/귤껍질/당느릅나무껍질수","","","이 원료는 결명자 Cassia tora의 씨, 감국 Chrysanthellum Indicum의 꽃과 귤 Citrus unshiu의 열매껍질, 당느릅나무 Ulmus Davidiana의 나무껍질을 수증기 증류하여 얻은 수용액이다.","","18969"
"18970","털쥐꼬리새추출물","Muhlenbergia Capillaris Extract","","이 원료는 털쥐꼬리새 Muhlenbergia Capillaris의 전초에서 추출한 것이다.","","18970"
"18971","아라비안자스민꽃오일","Jasminum Sambac (Jasmine) Flower Oil","91770-14-8","이 원료는 아라비안자스민(Jasmine) Jasminum sambac의 꽃에서 얻은 휘발성오일이다.","","18971"
"18972","다이아이소프로필노닐포스핀옥사이드","Diisopropyl Nonyl Phosphine Oxide","1507344-37-7","이 원료는 다음의 구조를 갖는 유기화합물이다.","","18972"
"18973","다이하이드록시메틸크로모닐팔미테이트","Dihydroxy Methylchromonyl Palmitate","1387636-35-2","이 원료는 다음의 구조를 갖는 유기화합물이다.","","18973"
"18974","효모/(미선나무/블루아가베)줄기추출물발효여과물","Saccharomyces/(Abeliophyllum Distichum/Agave Tequilana) Stem Extract Ferment Filtrate","","이 원료는 미생?의 일종인 효모로 미선나무 Abeliophyllum distichum 및 블루아가베 Agave tequilana의 줄기에서 얻은 추출물을 발효하여 여과한 것이다.","","18974"
"18975","에스에이치-폴리펩타이드-109","sh-Polypeptide-109","","이 원료는 대장균을 발효하여 얻은 단일사슬 재조합휴먼펩타이드이다. 출발유전자는 Human Sonic Hedgehog Protein을 코딩하는 인간 유전자와 동일한 코드를 갖도록 합성된 것으로 그대로 사용하거나 생산숙주에 적합하게 개조된 것이다. 이것은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 462개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산의 종류는 표준아미노산이다.","","18975"
"18976","사위질빵추출물","Clematis Apiifolia Extract","","이 원료는 사위질빵 Clematis apiifolia의 전초에서 추출한 것이다.","","18976"
"18977","비자나무잎오일","Torreya Nucifera Leaf Oil","","이 원료는 비자나무 Torreya nucifera의 잎에서 얻은 휘발성오일이다.","","18977"
"18978","에스에이치-펜타펩타이드-6에스피","sh-Pentapeptide-6 SP","","이 원료는 단백질인 아디포넥틴의 일부와 동일하도록 합성하여 얻은 단일사슬휴먼펩타이드로, 글라이신, 류신, 페닐알라닌 및 타이로신으로 이루어진 5개의 아미노산으로 구성되어있다. 모단백질은 글라이코실화 및/또는 다이설파이드결합을 포함할 수 있는 최대 244개의 아미노산으로 구성되어 있다. 그 단백질을 구성하는 아미노산의 종류는 표준아미노산이다.","","18978"
"18979","목이버섯추출물","Auricularia Auricula-Judae Extract","","이 원료는 목이버섯 Auricularia auricula-judae에서 추출한 것이다.","","18979"
"18980","웨스트오스트레일리아산달우드씨오일","Santalum Spicatum Seed Oil","","이 원료는 웨스트오스트레일리아산달우드 Santalum spicatum의 씨에서 얻은 고정유이다.","","18980"
"18981","헥실살리실레이트헥실에터","Hexyl Salicylate Hexyl Ether","111222-71-0","이 원료는 다음의 구조를 갖는 유기화합물이다.","","18981"
"18982","닥풀꽃추출물","Abelmoschus Manihot Flower Extract","","이 원료는 닥풀 Abelmoschus Manihot(=Hibiscus manihot)의 꽃에서 추출한 것이다.","","18982"
"18983","새꼬막살가수분해물","","","이 원료는 산, 효소, 혹은 다른 가수분해로 얻은 새꼬막 Scapharca subcrenata의 살의 가수분해물이다.","","18983"
"18984","사슴유가루","Whole Dry Deer Milk","","이 원료는 사슴(Deer)의 젖을 건조하여 가루로 한 것이다.","","18984"
"18985","하이드로제네이티드캐스터오일베헤닐에스터","Hydrogenated Castor Oil Behenyl Esters","","이 원료는 피마자오일과 베헤닐알코올의 반응으로 형성된 에스터에 수소첨가반응을 하여 얻은 것이다.","","18985"
"18986","바이오티노일히스티딜D-트립토파닐다이펩타이드-29D-페닐알라닐라이신아마이드트라이플루오로아세테이트","Biotinoyl Histidyl D-Tryptophanyl Dipeptide-29 D-Phenylalanyl Lysinamide Trifluoroacetate","1894171-15-3","이 원료는 히스티딘으로 구성된 펩타이드인 바이오틴, D-트립토판, 다이펩타이드-29, D-페닐알라닌 및 N말단이 아마이드인 라이신의 반응으로 얻은 물질의 트라이플루오로아세테이트염이다.","","18986"
"18987","군소점액여과물","","","이 원료는 군소 Aplysia kuroda의 점액을 여과하여 얻은 물질이다.","","18987"
"18988","오미자잎추출물","Schisandra Chinensis Leaf Extract","","이 원료는 오미자 Schisandra chinensis의 잎에서 추출한 것이다.","","18988"
"18989","살무사독","Viper Venom","","이 원료는 살무사과 Viperidae의 하나 또는 여러종의 살무사에서 수집된 물질로, 독성을 불활성화한 것이다.","","18989"
"18990","귤과피/황금추출물","","","이 원료는 귤 Citrus Unshiu의 과피, 황금 Scutellaria Baicalensis의 뿌리에서 추출한 것이다.","","18990"
"18991","목이버섯/밀리타리스동충하초균사체/팽이버섯추출물","","","이 원료는 목이버섯 Auricularia auricula-judae, 밀리타리스동충하초 Cordyceps Militaris의 균사체, 팽이버섯 Flammulina Velutipes을 추출한 것이다.","","18991"
"18992","목이버섯/밀리타리스동충하초균사체/영지버섯/차가버섯/진흙버섯추출물","","","이 원료는 목이버섯 Auricularia Auricula-Judae, 밀리타리스동충하초 Cordyceps Militaris, 영지버섯 Ganoderma Lucidum, 차가버섯 Inonotus Obliquus, 진흙버섯 Phellinus Linteus에서 추출한 것이다.","","18992"
"18993","자작나무껍질/측백나무잎/녹차/한련초/약모밀/허니서클/수세미오이/(뽕나무열매/나무껍질/잎)/황벽나무껍질/쇠비름/단삼뿌리/고삼뿌리추출물","","","이 원료는 자작나무 Betula platyphylla japonica의 나무껍질, 측백나무 Biota orientalis의 잎, 차나무(녹차) Camellia Sinensis의 잎, 한련초 Eclipta prostrata의 전초, 약모밀 Houttuynia cordata의 전초, 허니서클 Lonicera caprifolium의 전초, 수세미오이 Luffa cylindrica의 열매, 뽕나무 Morus alba의 열매, 나무껍질, 잎, 황벽나무 Phellodendron amurense의 나무껍질, 쇠비름 Portulaca oleracea의 전초, 단삼 Salvia miltiorrhiza의 뿌리, 고삼 Sophora flavescens의 뿌리에서 추출한 것이다.","","18993"
"18994","노루궁뎅이버섯균사체/누에고치발효여과물","","","이 원료는 노루궁뎅이버섯 Hericium erinaceum의 균사체로 누에고치를 발효하여 여과한 것이다.","","18994"
"18995","류코노스톡 메센테로이즈/누에고치발효여과물","","","이 원료는 미생물의 일종인 Leuconostoc으로 누에고치를 발효하여 여과한 것이다.","","18995"
